,smiles,MW,LogP,NumHetAtoms,NumAromRings,NumAliphaticRings,RNH2,Ar_N,Pyr,Cyan,CCCC(C)CC#N
694,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2ccccc2C)c(C)c1,372.151,3.404,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
695,Cc1cccc(C(=O)N2CCN(C(=O)c3ccc(Br)cc3Cl)CC2)c1,420.024,4.009,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
696,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2c(C)cccc2C)c(C)c1,386.166,3.712,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
697,Cc1cccc(NC(=O)C2CCN(C(=O)c3ccc(Cl)c(Cl)c3C)CC2)c1,404.106,5.101,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
698,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2ccccc2C)cc1,358.135,3.095,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
699,Cc1cccc(C(=O)N2CCN(C(=O)Nc3ccc(Cl)cc3Cl)CC2)c1C,405.101,4.6,7.0,2.0,1.0,0.0,0.0,0.0,0.0,
700,Cc1ccccc1NC(=O)[C@H]1CCCN1C(=O)c1ccc(OC(C)C)cc1Cl,400.155,4.679,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
701,Cc1ccccc1NC(=O)C1CCN(C(=O)c2ccc(Cl)c(Cl)c2Cl)CC1,424.051,5.446,7.0,2.0,1.0,0.0,0.0,0.0,0.0,
702,Cc1cccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCCCC3)c(C)c2C)c1,400.182,4.429,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
703,Cc1ccccc1NC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(C(C)C)cc1,386.166,3.91,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
704,CCCc1ccccc1S(=O)(=O)N1CCC[C@@H]1C(=O)Nc1c(C)cccc1C,400.182,4.048,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
705,Cc1ccccc1NC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(CC(C)C)cc1,400.182,3.985,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
706,Cc1cccc(NC(=O)C2CCN(C(=O)Nc3ccc(Cl)cc3Cl)CC2)c1C,419.117,5.493,7.0,2.0,1.0,0.0,0.0,0.0,0.0,
707,Cc1cccc(NC(=O)C2CCN(C(=O)c3ccc(Cl)cc3Cl)CC2)c1C,404.106,5.101,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
708,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2ccccc2C)c(Br)c1,436.046,3.858,7.0,2.0,1.0,0.0,0.0,0.0,0.0,
709,Cc1cccc(C)c1NC(=O)C1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,404.106,5.101,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
710,Cc1cc(C)nc(SCc2ccccc2N)n1,245.099,2.968,4.0,2.0,0.0,1.0,2.0,0.0,0.0,
711,Cc1cc(C)nc(SCc2ccccc2Cl)n1,264.049,4.039,4.0,2.0,0.0,0.0,2.0,0.0,0.0,
712,Cc1ncc(S)c(CNc2ccc(C)c(Cl)c2)n1,279.06,3.648,5.0,2.0,0.0,0.0,2.0,0.0,0.0,
713,Cc1ccc(CSc2nc(N)ccc2Cl)nc1,265.044,3.313,5.0,2.0,0.0,1.0,2.0,2.0,0.0,
714,Cc1cc(C)nc(SCc2ccccc2C(N)=O)n1,273.094,2.485,5.0,2.0,0.0,1.0,2.0,0.0,0.0,
715,Cc1cc(C)nc(SCc2ccccc2C#N)n1,255.083,3.257,4.0,2.0,0.0,0.0,2.0,0.0,0.0,
716,Cc1nc2cc(Br)c(Cl)cc2n1C,257.956,3.298,4.0,2.0,0.0,0.0,2.0,0.0,0.0,
717,Cc1cc(Cl)ccc1NC(=O)c1ccccc1N1CCOCC1,330.114,3.737,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
718,Cc1ccc(C(=O)Nc2ccccc2N2CCOCC2)cc1Br,374.063,3.846,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
719,Cc1cccc(C)c1NC(=O)Cn1sc2ccccc2c1=O,312.093,3.319,5.0,3.0,0.0,0.0,1.0,0.0,0.0,
720,Cc1ccccc1NC(=O)CN1CCN(c2ccccc2Br)C1,373.079,3.476,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
721,Cc1ccc(Cl)cc1NC(=O)c1ccccc1N1CCOCC1,330.114,3.737,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
722,Cc1ccc(Cl)cc1NC(=O)COc1ccc2c(c1)OCO2,319.061,3.395,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
723,Cc1ccccc1NC(=O)CN1CCN(c2ccccc2Cl)CC1,343.145,3.409,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
724,Cc1cccc(C)c1NC(=O)c1ccccc1N1CCOCC1,310.168,3.392,4.0,2.0,1.0,0.0,0.0,0.0,0.0,
725,CC[SH]=c1[nH]c2ccccc2n1CC(=O)Nc1c(C)cccc1C,341.156,4.242,5.0,3.0,0.0,0.0,2.0,0.0,0.0,
726,Cc1ccccc1NC(=S)N1CCN(c2ccccc2Cl)CC1,345.107,4.167,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
727,COc1c(C)cccc1C(=O)Nc1ccccc1N1CCOCC1,326.163,3.093,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
728,Cc1ccc(C)c(NC(=O)CN2CNC(=O)c3ccccc32)c1,309.148,2.449,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
729,Cc1cccc(C)c1NC(=O)CSc1ccccc1N1CCOCC1,356.156,3.871,5.0,2.0,1.0,0.0,0.0,0.0,0.0,
730,Cc1ccc(Cl)cc1NC(=O)c1ccccc1N1CCOCC1=O,344.093,3.264,6.0,2.0,1.0,0.0,0.0,0.0,0.0,
731,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(OCC(C)=O)cc1,332.137,1.845,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
732,CCOC(=O)c1ccc(NC(=O)[C@@H]2CCCC[C@@H]2C(=O)[O-])cc1OC,348.145,1.367,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
733,CCOC(=O)C1CCN(C(=O)[C@H](C)Oc2ccc(OC)cc2)CC1=O,349.153,1.443,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
734,CCCC(=O)N1CCN(S(=O)(=O)c2ccc(C(C)=O)cc2)CC1,338.13,1.522,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
735,CS[C@@H](CC(=O)N1CCN(C(C)=O)C1)C(=O)c1ccccc1F,338.11,1.778,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
736,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(OC)c(OC)cc1C,334.153,2.203,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
737,CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(OCC(C)=O)cc1,332.137,1.845,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
738,CCOC(=O)C1CCN(C(=O)CN(C(C)=O)c2ccc(C)cc2)C1=O,346.153,1.286,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
739,CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(OC)c(OC)c1,320.137,1.895,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
740,CC(=O)N1CCN(C(=O)CN(C)C(=O)c2ccc(Cl)cc2)CC1,337.119,1.103,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
741,CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1ccc(OC)c(OC)c1,336.114,2.06,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
742,CCOC(=O)c1ccc(NC(=O)[C@H]2CCCC[C@@H]2C(=O)[O-])cc1OC,348.145,1.367,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
743,CCOC(=O)C1CCN(C(=O)CN(C(=O)OC)c2ccc(C)cc2)C1,348.169,1.979,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
744,CCCC(=O)N1CCN(C(=O)[C@H](C)Oc2ccc(OC)c(OC)c2)C1,350.184,1.899,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
745,CCOC(=O)c1c(NC(=O)[C@@H]2CCCC[C@H]2C)sc(C)c1Cl,343.101,4.651,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
746,CCOC(=O)C1=C(C)N(C)C(=O)N[C@@H]1c1ccc(C(C)(C)C)cc1,330.194,3.517,5.0,1.0,1.0,0.0,0.0,0.0,0.0,
747,CCOC(=O)[C@H]1CC(=O)N(c2cc(Cl)c(Cl)c(Cl)c2C)C1,349.004,3.871,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
748,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(OC)cc(C(C)(C)C)c1,346.189,3.184,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
749,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1ccc(Cl)cc1,349.108,3.311,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
750,CCCC1=C(C(=O)OC(C)C)[C@@H](c2ccc(C(F)(F)F)cc2)C(=O)N1,355.14,3.925,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
751,CCOC(=O)[C@H]1CCCN(C(=O)c2ccc(Cl)c(Cl)c2)C1(C)C,357.09,4.187,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
752,CC(C)(C)C(=O)N1CCC(C(=O)Nc2ccc(C(F)(F)F)cc2)CC1,356.171,3.929,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
753,CCOC(=O)[C@H]1CCCN(C(=O)c2cc(Cl)c(Cl)c(C)c2C)C1,357.09,4.026,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
754,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(C(C)(C)C)ccc1OC,346.189,3.184,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
755,CCOC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1ccc(Cl)c(Cl)c1C,356.069,3.835,7.0,1.0,1.0,0.0,0.0,0.0,0.0,
756,CCCC1=C(C(=O)OC(C)C)[C@H](c2ccc(Cl)cc2)NC(=O)N1C,350.14,4.042,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
757,CCOC(=O)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(Cl)c(Cl)c1C,343.074,4.22,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
758,c1cc2ccc3sccn3c-2n1,174.025,2.501,3.0,1.0,2.0,0.0,2.0,1.0,,
759,NC1=c2ccc3c(c2N=C1)C=CC=3,168.069,0.277,2.0,1.0,2.0,1.0,0.0,0.0,,
760,C1=Cc2c3c(ccc2=C1)=CC=N3,153.058,0.99,1.0,1.0,2.0,0.0,0.0,0.0,,
761,Nc1cccc2cccnc12,144.069,1.817,2.0,2.0,0.0,1.0,1.0,1.0,,
762,c1c[nH]c2c3ncccc3cc-2c1,168.069,2.668,2.0,1.0,2.0,0.0,2.0,2.0,,
763,c1cnc2c(c1)ccc1ccoc12,169.053,2.981,2.0,3.0,0.0,0.0,1.0,1.0,,
764,Nc1cc2ccccc2nc1N,159.08,1.399,3.0,2.0,0.0,2.0,1.0,1.0,,
765,c1coc(-c2cc3occc3o2)c1,174.032,3.286,3.0,3.0,0.0,0.0,0.0,0.0,,
766,Nc1csc2ccncc12,150.025,1.879,3.0,2.0,0.0,1.0,1.0,1.0,,
767,Nc1ccnc2ccccc12,144.069,1.817,2.0,2.0,0.0,1.0,1.0,1.0,,
768,NN1C=CSc2ccccc21,164.041,1.944,3.0,1.0,1.0,1.0,0.0,0.0,,
769,Nc1ccccc1-n1ccs1,164.041,2.121,3.0,2.0,0.0,1.0,1.0,0.0,,
770,c1cnc2c(c1)ccc1occc12,169.053,2.981,2.0,3.0,0.0,0.0,1.0,1.0,,
771,Nc1ccsc1Nc1cccs1,196.013,3.135,4.0,2.0,0.0,1.0,0.0,0.0,,
772,c1ccc2c(c1)ncn1scc21,174.025,2.549,3.0,3.0,0.0,0.0,2.0,0.0,,
773,c1ccc2c(c1)cc1ccon12,157.053,2.686,2.0,3.0,0.0,0.0,1.0,0.0,,
774,Nc1ccc2c(N)ccnc2c1,159.08,1.399,3.0,2.0,0.0,2.0,1.0,1.0,,
775,NC1=CC=Cc2ccccc2N1N,173.095,1.194,3.0,1.0,1.0,2.0,0.0,0.0,,
776,Nc1cccc2cc3cccnc3n12,183.08,2.07,3.0,3.0,0.0,1.0,2.0,2.0,,
777,Nc1cccc2ccncc12,144.069,1.817,2.0,2.0,0.0,1.0,1.0,1.0,,
778,c1cnc2c(c1)ccc1cccn12,168.069,2.487,2.0,3.0,0.0,0.0,2.0,2.0,,
779,Nc1ccc2cccnc2c1N,159.08,1.399,3.0,2.0,0.0,2.0,1.0,1.0,,
780,Nc1ccnc2cccnc12,145.064,1.212,3.0,2.0,0.0,1.0,2.0,2.0,,
781,NC1=CC=CC2=CC=CC=C1N2N,173.095,0.912,3.0,0.0,2.0,2.0,0.0,0.0,,
782,Nc1cccc2csnc12,150.025,1.879,3.0,2.0,0.0,1.0,1.0,0.0,,
783,Nc1cccc2cc3cccnc3n12,183.08,2.07,3.0,3.0,0.0,1.0,2.0,2.0,,
784,c1coc2c(c1)ccc1ccnc12,169.053,2.981,2.0,3.0,0.0,0.0,1.0,0.0,,
785,c1cc2sccc2cn1,135.014,2.296,2.0,2.0,0.0,0.0,1.0,1.0,,
786,c1csc(Nc2nccs2)c1,181.997,2.948,4.0,2.0,0.0,0.0,1.0,0.0,,
787,c1csc(-c2ccsn2)c1,166.986,2.872,3.0,2.0,0.0,0.0,1.0,0.0,,
788,c1cnc2ccsc2c1,135.014,2.296,2.0,2.0,0.0,0.0,1.0,1.0,,
789,NC1=CC=CC2=CC=CSC2=N1,176.041,1.942,3.0,0.0,2.0,1.0,0.0,0.0,,
790,C1=Cc2oc(Nc3ccco3)cc21,173.048,3.1,3.0,2.0,1.0,0.0,0.0,0.0,,
791,c1c[nH]c2c(c1)ccc1ccnc12,168.069,2.716,2.0,3.0,0.0,0.0,2.0,1.0,,
792,Nc1cccc2ccsc12,149.03,2.484,2.0,2.0,0.0,1.0,0.0,0.0,,
793,Nc1ccc2ccccc2n1,144.069,1.817,2.0,2.0,0.0,1.0,1.0,1.0,,
794,c1coc2cc3nccnc3c-2c1,170.048,2.328,3.0,1.0,2.0,0.0,2.0,0.0,,
795,c1cc2ncsc2s1,140.971,2.358,3.0,2.0,0.0,0.0,1.0,0.0,,
796,c1cnc2c(c1)ccc1cc[nH]c12,168.069,2.716,2.0,3.0,0.0,0.0,2.0,1.0,,
797,NNc1cccc2cccnc12,159.08,1.52,3.0,2.0,0.0,1.0,1.0,1.0,,
798,NC1=Cc2cncnc2SC=C1,177.036,1.396,4.0,1.0,1.0,1.0,2.0,0.0,,
799,NC1=C(N)N2C=CC=CC2=CC=C1,173.095,0.912,3.0,0.0,2.0,2.0,0.0,0.0,,
800,c1coc2c3ncccc3cc-2c1,169.053,2.933,2.0,1.0,2.0,0.0,1.0,1.0,,
801,Nc1cccc2ccc3ccnc-3n12,183.08,2.021,3.0,1.0,2.0,1.0,2.0,2.0,,
802,c1ccc2scnc2c1,135.014,2.296,2.0,2.0,0.0,0.0,1.0,0.0,,
803,c1ccc2c(c1)ccn1occ21,157.053,2.686,2.0,3.0,0.0,0.0,1.0,1.0,,
804,Nc1ccnc2ccccc12,144.069,1.817,2.0,2.0,0.0,1.0,1.0,1.0,,
805,Nc1cnc2ccccc2n1,145.064,1.212,3.0,2.0,0.0,1.0,2.0,0.0,,
806,Cc1ccc(C)c(NC(=O)CS(=O)(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,453.103,1.132,11.0,2.0,1.0,0.0,1.0,1.0,0.0,
807,Cc1cc(C(=O)N2CCN(c3ccc(Br)cc3)C(=O)N2)nc(S(C)(=O)=O)c1Cl,485.976,2.796,11.0,2.0,1.0,0.0,1.0,1.0,0.0,
808,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C(F)(F)F)c(Cl)c1,462.063,3.94,11.0,2.0,1.0,0.0,0.0,0.0,0.0,
809,Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1Br,473.992,2.579,10.0,2.0,1.0,0.0,0.0,0.0,0.0,
810,Cc1cnc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C)c1,411.092,1.52,10.0,2.0,1.0,0.0,1.0,1.0,0.0,
811,Cc1cc(C)c(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1F,428.088,2.264,10.0,2.0,1.0,0.0,0.0,0.0,0.0,
812,Cc1ccc(NC(=O)CS(=O)(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)nc1Cl,471.069,2.63,11.0,2.0,1.0,0.0,1.0,1.0,0.0,
813,CCOC(=O)c1ccc(N2C(=O)C[C@H](C(N)=O)C3=C2C(=O)CCC3)cc1,356.137,1.709,7.0,1.0,2.0,1.0,0.0,0.0,0.0,
814,CC(C)(C)C(=O)N1CCN(C(=O)c2ccc(N3CCOCC3)cc2)C(=O)N1,374.195,1.478,8.0,1.0,2.0,0.0,0.0,0.0,0.0,
815,CCOC(=O)C1=C(C)N(c2ccc(C(N)=O)cc2)C2=C([NH2+]1)C(=O)CCC2,356.16,0.928,7.0,1.0,2.0,2.0,0.0,0.0,0.0,
816,CCOC(=O)C1=C(N)Oc2ccc(OC)cc2[C@@H]1[C@H]1[NH2+]C(C)(C)NC1=O,362.171,-0.297,8.0,1.0,2.0,2.0,0.0,0.0,0.0,
817,CCOc1cc([C@@H]2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)ccc1O,354.158,3.242,6.0,1.0,2.0,1.0,0.0,0.0,0.0,
818,CC(=O)C1=C(N)Oc2ccc(S(=O)(=O)N3CCCC3)c(C)c2[C@@H]1C(C)=O,378.125,1.604,8.0,1.0,2.0,1.0,0.0,0.0,0.0,
819,CCOC(=O)C1=C(N)Oc2ccc(OC)cc2[C@@H]1[C@H]1OC(C)(C)NC1=O,362.148,1.156,8.0,1.0,2.0,1.0,0.0,0.0,0.0,
820,CC(=O)N1CCC(C(=O)Nc2ccc(N3CCCC3=O)c([N+](=O)[O-])c2C)C1,374.159,1.837,9.0,1.0,2.0,0.0,0.0,0.0,0.0,
821,C[SH]=C1[C@@H](C(=O)[O-])[C@@H](C(=O)[O-])CN1c1ccccc1C,293.073,-1.228,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
822,Cc1ccccc1N1C[C@H](C(=O)[O-])[C@H](C(=O)[O-])C1(C)C,275.117,-0.674,5.0,1.0,1.0,0.0,0.0,0.0,0.0,
823,Cc1cccc(C)c1NC(=O)[C@@H]1CCC[C@H]1[NH+](C)C(=O)[O-],290.163,0.269,5.0,1.0,1.0,0.0,0.0,0.0,0.0,
824,COc1c(C)cccc1C(=O)N1CC[NH+]([C@H](C)C(=O)[O-])CC1,306.158,-1.517,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
825,Cc1cccc(C(=O)N2CC[NH+](CCC(=O)[O-])CC2)c1Cl,310.108,-0.871,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
826,Cc1ccccc1NC(=O)[C@H]1CCC[NH+]1C[C@H](O)C(=O)[O-],292.142,-1.908,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
827,Cc1ccccc1NC(=O)[C@H]1CCC[NH+]1CC[C@@H](O)C(=O)[O-],306.158,-1.518,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
828,Cc1cccc(C(=O)N2CC[NH+](C[C@H](C)OC(=O)[O-])C2)c1,292.142,-0.958,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
829,COc1c(C)cccc1C(=O)N1CC[NH+](C[C@H](C)O)[C@H](C)O1,309.181,0.003,6.0,1.0,1.0,0.0,0.0,0.0,0.0,
830,CC1=C(C(=O)OC2CCCC2)[C@H](c2ccccc2)C(=O)N1c1ccccc1,361.168,4.577,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
831,Cc1ccc(NC(=O)[C@@H]2C3=C(CC(C)(C)CC3=O)Nc3ccccc32)cc1,360.184,4.786,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
832,Cc1ccc(C(=O)Oc2ccc3[nH]c4c(c3c2)C(=O)CC(C)(C)C4)cc1,347.152,4.851,4.0,3.0,1.0,0.0,1.0,0.0,0.0,
833,CC(=O)N1c2ccccc2N[C@@H]2[C@@H](c3ccc(C(C)(C)C)cc3)C(=O)[C@H]21,348.184,3.866,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
834,CC1(C)C[C@]2(Cc3ccccc3NC2=O)[C@@H](c2ccc(Cl)cc2)CCO1,369.15,5.194,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
835,Cc1ccc([C@H]2C(=O)N(c3ccccc3)C3=C2C(=O)CC(C)(C)C3)cc1,345.173,4.769,3.0,2.0,2.0,0.0,0.0,0.0,0.0,
836,CC1(C)CC(=O)C2=C(C1)N(c1ccc(Cl)cc1)C(=O)[C@@H]2c1ccccc1,365.118,5.114,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
837,CC1(C)CC(=O)C2=C(C1)N(c1ccc(Cl)cc1)C(=O)C[C@@H]2c1ccccc1,379.134,5.504,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
838,CC1=C(C(=O)OC2CCCC2)[C@H](c2ccccc2)C(=O)N1c1ccc(C)cc1,375.183,4.885,4.0,2.0,2.0,0.0,0.0,0.0,0.0,
839,Cc1cc(C(F)(F)F)ccc1NC(=O)COc1ccc(Cl)cc1C,357.074,4.993,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
840,Cc1ccc(C(=O)Nc2ccccc2C(=O)NC(C)C)c(Cl)c1O,346.108,3.745,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
841,Cc1ccc(NC(=O)COc2cccc(Cl)c2C(F)(F)F)cc1,343.059,4.685,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
842,Cc1ccc(OCC(=O)Nc2ccc([N+](=O)[O-])c(Cl)c2C)c(C)c1,348.088,4.191,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
843,Cc1ccc(OCC(=O)Nc2cc([N+](=O)[O-])cc(Cl)c2C)c(C)c1,348.088,4.191,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
844,Cc1ccc(C)c(NC(=O)CSc2ccc([N+](=O)[O-])cc2Cl)c1,350.049,4.596,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
845,COC(=O)c1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1C,337.093,4.053,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
846,Cc1ccc(C)c(NC(=S)NC(=O)c2ccccc2C(F)(F)F)c1,352.086,4.449,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
847,Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)NC(C)C)cc1F,348.104,4.178,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
848,Cc1ccc(C(=O)Nc2cccc(Cl)c2C(=O)NC(C)C)cc1F,348.104,4.178,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
849,Cc1ccc(Cl)cc1NC(=O)COc1ccc(Cl)c(Cl)c1,342.993,4.973,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
850,Cc1cc(C)c(C#N)c(OCC(=O)Nc2cccc(C(F)(F)F)c2)c1,348.109,4.211,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
851,Cc1cc(Cl)ccc1OCC(=O)N/N=C/c1ccc(Cl)cc1Cl,370.004,4.484,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
852,Cc1ccc(C(=O)Nc2ccccc2NC(=O)N(C)C)c(Cl)c1Cl,365.07,4.648,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
853,Cc1ccc(C)c(NC(=O)CS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,371.015,4.023,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
854,Cc1cc(C)c(C#N)c(OCC(=O)Nc2ccccc2C(F)(F)F)c1,348.109,4.211,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
855,Cc1ccc(NC(=O)COc2ccc(Cl)c(Cl)c2)c(C#N)c1O,350.022,3.897,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
856,Cc1ccc(C)c(NC(=O)CS(=O)(=O)c2ccc(Cl)cc2)c1,337.054,3.369,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
857,Cc1ccc(OCC(=O)N/N=C/c2ccc(Cl)c([N+](=O)[O-])c2)c(C)c1,361.083,3.394,8.0,2.0,0.0,0.0,0.0,0.0,0.0,
858,Cc1ccc(NC(=O)COc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,354.017,4.228,8.0,2.0,0.0,0.0,0.0,0.0,0.0,
859,Cc1ccc(C(=O)Nc2ccccc2NC(=O)NC(C)(C)C)c(C#N)c1,350.174,4.039,6.0,2.0,0.0,0.0,0.0,0.0,0.0,
860,CCOc1cccc(C(=O)Nc2ccc(I)cc2)c1,367.007,3.942,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
861,COc1ccc(CNc2ccc(Br)cc2)cc1OC,321.036,4.078,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
862,COc1ccc(CNc2ccc(Br)cc2)c(OC)c1,321.036,4.078,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
863,CCOc1ccc(CNc2ccc(Br)cc2)cc1O,321.036,4.166,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
864,CCOc1ccccc1NC(=O)c1ccc(Br)cc1,319.021,4.1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
865,CCOc1ccccc1NC(=O)COc1cccc(Br)c1,349.031,3.865,5.0,2.0,0.0,0.0,0.0,0.0,0.0,
866,CCOc1ccc(CNc2ccc(Br)cc2)cc1,305.042,4.46,3.0,2.0,0.0,0.0,0.0,0.0,0.0,
867,CCOc1cccc(C(=O)Nc2ccccc2Br)c1,319.021,4.1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
868,COc1ccc(CNc2ccc(Br)cc2)cc1O,307.021,3.775,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
869,COc1ccc(C(=O)Nc2ccccc2Br)cc1,305.005,3.71,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
870,CCOc1cccc(C(=O)Nc2ccccc2I)c1,367.007,3.942,4.0,2.0,0.0,0.0,0.0,0.0,0.0,
871,O=C(c1ccccc1)c1cc(-c2ccccc2)n2cccc2n1,298.111,4.232,3.0,4.0,0.0,0.0,2.0,0.0,0.0,
872,Cc1cccc2c(C)cc(-c3nc(-c4ccccc4)no3)c-2c1,300.126,5.125,3.0,2.0,2.0,0.0,2.0,0.0,0.0,
873,Cc1ccc(-c2cc3c(C)on3c(-c3ccccc3C)n2)cc1,302.142,5.187,3.0,4.0,0.0,0.0,2.0,0.0,0.0,
874,Cc1ccc(-c2nc(-c3ccccc3C)n3nc([O-])ccc23)cc1,314.13,3.754,4.0,4.0,0.0,0.0,3.0,0.0,0.0,
875,Cc1ccc(C2=NC(c3ccccc3C)=C3N=CC=C3C2=O)cc1,312.126,4.055,3.0,2.0,2.0,0.0,0.0,0.0,0.0,
