PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
1350,11112291,12555,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,Active,42,,,Inhibitor,7.9433,69.4975,,Partial curve; partial efficacy,-5.1,2.4064,0.8653,-65.995,3.5025,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.25,-10.66,-6.1,,-3.545,2.208,-0.4542,,8.395,17.59,18.7,0.1125,-12.91,-45.86,-61.25,,QC'd by Prestwick
1351,4239393,3234500,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)CC4=CC=CC=C4OC)CC2,Active,42,,,Inhibitor,7.9433,83.092,,Partial curve; partial efficacy,-5.1,1.4787,0.9464,-80.008,3.084,-2.2,0 0 0 0 0 0,-75.91,,,-9.995,,8.424,,,,12.41,,-11.17,,-48.38,,-75.91,QC'd by Pharmacopeia
1352,4240008,3235115,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Active,42,,,Inhibitor,12.5893,86.0689,,Partial curve; partial efficacy,-4.9,1.8579,0.9971,-79.0689,7,-2.2,0 0 0 0 0 0 0,-73.08,,,6.394,,5.763,,8.191,,5.469,,5.665,,-34.67,,-73.08,QC'd by Pharmacopeia
1353,4237749,3232862,CN(CC1=CC=CO1)C2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,Active,42,,,Inhibitor,10,70.6298,,Partial curve; partial efficacy,-5,4.9549,0.9956,-68.7849,1.8449,-2.2,0 0 0 0 0 0 0,-67.45,,,5.652,,1.76,,0.3804,,1.002,,0.9132,,-46.44,,-67.45,QC'd by Pharmacopeia
1354,17384956,3247334,COC(=O)[C@@H]1C[C@H]1[C@H](C2=CC=CC=C2)N,Active,42,,,Inhibitor,10,69.6575,,Partial curve; partial efficacy,-5,3.2475,0.8935,-63.321,6.3365,-2.2,0 0 0 0 0 0,-65.54,,,-8.385,,17.73,,,,-2.08,,15.56,,-32.03,,-65.54,QC'd by UPCMLD
1355,4238882,3233990,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=CN=CC=C3)OC,Active,42,,,Inhibitor,10,97.407,,Partial curve; high efficacy,-5,1.5386,0.9859,-90.8955,6.5115,-2.1,0 0 0 0 0 0 0,-85.32,,,14.45,,-0.2291,,5.169,,6.492,,-2.773,,-45.83,,-85.32,QC'd by Pharmacopeia
1356,11110963,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Active,42,,,Inhibitor,10,82.383,,Partial curve; partial efficacy,-5,3.2475,0.9605,-77.7375,4.6455,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-74.66,-3.893,-1.882,,3.715,-1.033,8.155,,12.43,9.505,4.175,10.63,-5.172,-43.94,-74.66,,QC'd by Prestwick
1357,11110964,2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,Active,42,,,Inhibitor,12.5893,108.927,,Partial curve; high efficacy,-4.9,0.8,0.9908,-105.326,3.601,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-80.44,4.904,3.1,-3.909,7.54,6.065,2.66,,,,-11,-20.97,-32.24,-47.57,-66.13,-80.44,QC'd by SigmaAldrich
1358,4239890,3234997,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4OC,Active,42,,,Inhibitor,10,83.5355,,Partial curve; high efficacy,-5,1.8851,0.9634,-91.864,-8.3286,-2.1,0 0 0 0 0 0 0,-88.22,,,-16.04,,-16.55,,-0.4605,,-5.569,,-7.388,,-56.89,,-88.22,QC'd by Pharmacopeia
1359,11113684,2790,C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl,Active,42,,,Inhibitor,12.5893,85.9845,,Partial curve; partial efficacy,-4.9,1.5386,0.9733,-81.879,4.1055,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-76.39,11.5,-1.155,6.252,5.009,-3.437,7.335,4.484,4.18,8.048,-3.5,-3.893,-9.549,,-58,-76.39,QC'd by Tocris
1360,11113675,6604749,C1[C@@H](C2=C(C=C(C=C2Cl)Cl)N[C@H]1C(=O)O)NC(=O)NC3=CC=CC=C3,Active,42,,,Inhibitor,12.5893,79.05,,Partial curve; partial efficacy,-4.9,1.4163,0.9546,-76.139,2.911,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-70.19,5.285,1.541,-4.046,-3.174,-4.421,4.035,7.54,11.59,5.713,7.457,-7.238,-14.28,,-52.06,-70.19,QC'd by Tocris
1361,4239461,3234568,COC1=CC=CC=C1CNC2=NC=NC=C2C3=CC=CC=C3OC,Active,42,,,Inhibitor,10,98.919,,Partial curve; partial efficacy,-5,1.1,0.9767,-89.919,9,-2.2,0 0 0 0 0 0 0,-76.31,,,9.956,,17.16,,4.039,,-1.329,,-2.816,,-46.32,,-76.31,QC'd by Pharmacopeia
1362,17384942,3247339,CC1=NN(C(=C1)C(=O)N[C@H]([C@@H]2C[C@H]2C(=O)OC)C3=CC=CC=C3)C,Active,42,,,Inhibitor,12.5893,81.5515,,Partial curve; partial efficacy,-4.9,1.6924,0.9878,-77.189,4.3625,-2.2,0 0 0 0 0 0,-72.47,,,0.3554,,10.28,,,,3.445,,-1.877,,-31.12,,-72.47,QC'd by UPCMLD
1363,4237664,3232777,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CCC4=CC=CC=C4,Active,42,,,Inhibitor,10,91.95,,Partial curve; high efficacy,-5,1.8579,0.9843,-85.099,6.851,-2.1,0 0 0 0 0 0 0,-81.04,,,11.94,,10.86,,5.688,,-2.03,,2.523,,-45.59,,-81.04,QC'd by Pharmacopeia
1364,4239904,3235011,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4)OC,Active,42,,,Inhibitor,10,89.467,,Partial curve; high efficacy,-5,3.5722,0.9906,-83.242,6.225,-2.1,0 0 0 0 0 0 0,-84.41,,,2.656,,1.461,,5.311,,8.789,,11.09,,-47.27,,-84.41,QC'd by Pharmacopeia
1365,17384913,3247319,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC(=C(C=C4)OC)OC,Active,42,,,Inhibitor,10,79.5706,,Partial curve; high efficacy,-5,4.9549,0.9934,-82.4473,-2.8767,-2.1,0 0 0 0 0 0,-82.77,,,-7.896,,-2.246,,,,0.9969,,-3.263,,-55.31,,-82.77,QC'd by UPCMLD
1366,4238220,3233331,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NCC4=CC=CS4,Active,42,,,Inhibitor,12.5893,74.8685,,Partial curve; partial efficacy,-4.9,3.0654,0.98,-75.0267,-0.1582,-2.2,0 0 0 0 0 0 0,-73.97,,,-2.407,,7.612,,-3.103,,-4.354,,2.334,,-32.45,,-73.97,QC'd by Pharmacopeia
1367,4237654,3232767,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)C4=CC=NC=C4,Active,42,,,Inhibitor,10,105.225,,Partial curve; partial efficacy,-5,1.111,0.9952,-90.5405,14.6845,-2.2,0 0 0 0 0 0,-77.38,,,15.95,,16.31,,,,6.145,,-0.8349,,-41.35,,-77.38,QC'd by Pharmacopeia
1368,4237655,3232768,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C4=CC=CC=N4,Active,42,,,Inhibitor,12.5893,75.5678,,Partial curve; partial efficacy,-4.9,2.3031,0.9783,-76.2439,-0.6761,-2.2,0 0 0 0 0 0,-72.85,,,-8.068,,-0.7094,,,,3.911,,1.667,,-37.26,,-72.85,QC'd by Pharmacopeia
1369,4238925,3234032,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC(=CC=C3)OC,Active,42,,,Inhibitor,12.5893,78.2415,,Partial curve; partial efficacy,-4.9,3.1925,0.9317,-75.221,3.0205,-2.2,0 0 0 0 0 0 0,-72.65,,,-5.051,,-6.157,,3.682,,6.866,,16.94,,-34.19,,-72.65,QC'd by Pharmacopeia
1370,4239490,3234597,C1=CC(=CN=C1)CNC2=NC(=NC=C2)C3=CN=CC=C3,Active,42,,,Inhibitor,10,76.9694,,Partial curve; partial efficacy,-5,4.5045,0.9753,-77.3887,-0.4193,-2.2,0 0 0 0 0 0 0,-77.34,,,-4.031,,3.144,,6.853,,-9.016,,0.8825,,-50.17,,-77.34,QC'd by Pharmacopeia
1371,4239917,3235024,CC1=CC=CC=C1C2=CN=CN=C2N3CCN(CC3)C,Active,42,,,Inhibitor,12.5893,80.7518,,Partial curve; partial efficacy,-4.9,1.6436,0.9794,-80.3459,0.4059,-2.2,0 0 0 0 0 0 0,-73.7,,,-7.119,,7.241,,0.6435,,-0.1723,,-3.81,,-38.05,,-73.7,QC'd by Pharmacopeia
1372,4239918,3235025,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)CC4=CC=CC=C4)CC2,Active,42,,,Inhibitor,7.9433,67.9823,,Partial curve; partial efficacy,-5.1,1.7885,0.977,-66.988,0.9943,-2.2,0 0 0 0 0 0,-66.24,,,-2.694,,-2.528,,,,8.817,,-6.27,,-42.29,,-66.24,QC'd by Pharmacopeia
1373,4238915,3234022,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N(C)CC4=CC=CO4,Active,42,,,Inhibitor,12.5893,100.332,,Partial curve; partial efficacy,-4.9,1.2475,0.9929,-87.676,12.656,-2.2,0 0 0 0 0 0 0,-75.98,,,17.14,,13.46,,9.034,,8.62,,1.648,,-31.55,,-75.98,QC'd by Pharmacopeia
1374,11110921,6603768,CN(C)CC/C=C\1/C2=C(C=C(C=C2)Cl)SC3=CC=CC=C31,Active,42,,,Inhibitor,10,100.974,,Partial curve; high efficacy,-5,1,0.9709,-98.6598,2.3141,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.49,-0.295,-0.6846,-0.0247,2.422,7.228,4.857,,,,1.353,-22.87,-30.93,-59.44,-60.85,-86.49,QC'd by SigmaAldrich
1375,11111419,6603915,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,Active,42,,,Inhibitor,10,75.8589,,Partial curve; partial efficacy,-5,1.21,0.9769,-76.712,-0.8531,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-71.01,-2.482,-2.813,-3.314,-4.457,1.42,2.521,,,,1.196,-12.78,-28.05,-44.83,-51.89,-71.01,QC'd by SigmaAldrich
1376,4239928,3235035,C1OC2=C(O1)C=C(C=C2)C3=NC4=CC=CC=C4C(=N3)NCC5=CN=CC=C5,Active,42,,,Inhibitor,12.5893,102.443,,Partial curve; high efficacy,-4.9,2.6384,0.9696,-99.1476,3.2952,-2.1,0 0 0 0 0 0 0,-94.98,,,3.069,,5.307,,-4.504,,-1.037,,14.86,,-47.24,,-94.98,QC'd by Pharmacopeia
1377,4240420,3235525,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2N(C)CC3=CC=CO3,Active,42,,,Inhibitor,12.5893,110.604,,Partial curve; partial efficacy,-4.9,0.7,0.9762,-104.52,6.0842,-2.2,0 0 0 0 0 0 0,-79.74,,,5.597,,8.577,,4.782,,-13.31,,-14.1,,-46.45,,-79.74,QC'd by Pharmacopeia
1378,4238938,3234045,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)OC,Active,42,,,Inhibitor,10,67.9969,,Partial curve; partial efficacy,-5,1.6604,0.9881,-75.388,-7.3911,-2.2,0 0 0 0 0 0,-70.74,,,-10.7,,-8.68,,,,-2.561,,-13.19,,-46.7,,-70.74,QC'd by Pharmacopeia
1379,4239427,3234534,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)N4C=CN=C4,Active,42,,,Inhibitor,10,88.404,,Partial curve; partial efficacy,-5,1.4781,0.9823,-79.904,8.5,-2.2,0 0 0 0 0 0 0,-72.42,,,9.048,,1.93,,16.36,,6.297,,0.2427,,-42.14,,-72.42,QC'd by Pharmacopeia
1380,4240432,3235537,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,Active,42,,,Inhibitor,12.5893,116.15,,Partial curve; high efficacy,-4.9,0.8,0.9973,-112.703,3.4466,-2.1,0 0 0 0 0 0 0,-86.33,,,4.739,,0.7246,,3.885,,-6.227,,-20.78,,-51.4,,-86.33,QC'd by Pharmacopeia
1381,4239935,3235042,C1=CC=C(C(=C1)C2=NC=CC(=N2)N3C=CN=C3)C(F)(F)F,Active,42,,,Inhibitor,10,77.9178,,Partial curve; partial efficacy,-5,0.9,0.9853,-75.2316,2.6862,-2.2,0 0 0 0 0 0 0,-62.17,,,-1.097,,2.681,,4.106,,2.433,,-17.41,,-36.67,,-62.17,QC'd by Pharmacopeia
1382,11113360,6604697,CC[C@@H](CO)NC(=O)[C@@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,Active,42,,,Inhibitor,12.5893,90.8457,,Partial curve; partial efficacy,-4.9,1.2221,0.9799,-88.536,2.3097,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-76.28,0.6732,3.726,-1.003,5.93,7.527,6.203,4.856,-1.439,-4.154,-8.242,-3.779,-18.55,,-61.92,-76.28,QC'd by Tocris
1383,11111660,6603971,CCCCCCCCCC(=O)N[C@@H](CN1CCOCC1)[C@H](C2=CC=CC=C2)O,Active,42,,,Inhibitor,10,102.73,,Partial curve; high efficacy,-5,1,0.9215,-97.2816,5.448,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-84.7,5.965,,-4.279,4.494,-8.125,8.947,8.212,24.26,-3.621,6.192,-23.75,-32.58,-45.64,-64.82,-84.7,QC'd by SigmaAldrich
1384,4239940,3235047,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=COC=C5,Active,42,,,Inhibitor,12.5893,86.048,,Partial curve; high efficacy,-4.9,3.0654,0.9675,-81.252,4.796,-2.1,0 0 0 0 0 0 0,-81.97,,,7.692,,-6.281,,6.367,,2.004,,12.11,,-28.22,,-81.97,QC'd by Pharmacopeia
1385,4237691,3232804,COC(=O)N1CCC2(CCCN(C2)CC3=CC=CC=C3)CC1,Active,42,,,Inhibitor,10,68.754,,Partial curve; partial efficacy,-5,4.9549,0.9755,-65.053,3.701,-2.2,0 0 0 0 0 0,-63.21,,,1.783,,12.77,,,,2.165,,-0.2028,,-44.95,,-63.21,QC'd by Pharmacopeia
1386,17384884,3247324,CC1=C(C(=C(C=C1)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)F)F,Active,42,,,Inhibitor,6.3096,59.2077,,Partial curve; partial efficacy,-5.2,1.4787,0.996,-69.3139,-10.1062,-2.2,0 0 0 0 0 0,-64.62,,,-11.36,,-9.222,,,,-11.88,,-19.27,,-51.85,,-64.62,QC'd by UPCMLD
1387,4238176,3233287,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CC=CC=C3OC)OC,Active,42,,,Inhibitor,12.5893,88.9838,,Partial curve; high efficacy,-4.9,3.132,0.9406,-80.2747,8.7091,-2.1,0 0 0 0 0 0 0,-80.13,,,2.2,,3.084,,15.8,,-1.88,,22.33,,-27.81,,-80.13,QC'd by Pharmacopeia
1388,4240448,3235553,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,42,,,Inhibitor,10,85.0925,,Partial curve; partial efficacy,-5,4.9549,0.9936,-67.6875,17.405,-2.2,1 0 0 0 0 0,-67.2,,,-11.19,,18.22,,,,21.85,,12.84,,-39.12,,-67.2,QC'd by Pharmacopeia
1389,17384890,3247288,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC=CC=N4,Active,42,,,Inhibitor,12.5893,82.0149,,Partial curve; partial efficacy,-4.9,1,0.9954,-81.072,0.9429,-2.2,0 1 0 0 0 0,-67.56,,,3.011,,42.48,,,,-4.109,,-12.08,,-36.02,,-67.56,QC'd by UPCMLD
1390,4237559,3232672,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC=C3C4=CN=CC=C4,Active,42,,,Inhibitor,12.5893,82.3098,,Partial curve; partial efficacy,-4.9,3.132,0.9813,-78.1544,4.1555,-2.2,0 0 0 0 0 0 0,-77.24,,,7.991,,-2.243,,-0.4341,,4.764,,9.651,,-31.82,,-77.24,QC'd by Pharmacopeia
1391,11114151,4521392,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,Active,42,,,Inhibitor,12.5893,76.331,,Partial curve; partial efficacy,-4.9,1.2876,0.946,-75.057,1.274,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-66.6,-6.567,-4.848,-4.945,-1.869,10.66,2.866,9.653,5.964,-0.1417,0.0283,-6.701,-19.38,,-50.84,-66.6,QC'd by Tocris
1392,4240115,3235221,COC1=CC=CC=C1C2=CN=CN=C2NCCN3CCOCC3,Active,42,,,Inhibitor,12.5893,89.547,,Partial curve; partial efficacy,-4.9,1.2876,0.976,-85.8515,3.6955,-2.2,0 0 0 0 0 0 0,-75.13,,,2.693,,10.96,,3.217,,-6.309,,-3.185,,-37.71,,-75.13,QC'd by Pharmacopeia
1393,4239542,3234649,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C,Active,42,,,Inhibitor,7.9433,83.8667,,Partial curve; partial efficacy,-5.1,1.21,0.9786,-79.4734,4.3933,-2.2,0 0 0 0 0 0 0,-72.3,,,-4.141,,9.834,,8.761,,1.639,,-11.31,,-47.13,,-72.3,QC'd by Pharmacopeia
1394,4240113,3235219,C1CN(CCC12CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC5=CC=CC=C5,Active,42,,,Inhibitor,7.9433,70.402,,Partial curve; partial efficacy,-5.1,1.8617,0.9908,-65.1,5.302,-2.2,0 0 0 0 0 0,-64.25,,,4.14,,9.711,,,,0.6435,,-0.7034,,-40.32,,-64.25,QC'd by Pharmacopeia
1395,11113381,6604699,C[N+]1(CCC2=CC3=C(C=C2[C@@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)OC4=O)OCO3)C,Active,42,,,Inhibitor,12.5893,96.4342,,Partial curve; high efficacy,-4.9,1.2221,0.9786,-93.508,2.9263,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.09,0.2238,1.22,6.01,9.385,-1.81,4.799,1.434,0.0304,-1.771,2.225,-2.304,-28.08,,-61.32,-82.09,QC'd by Tocris
1396,11111103,114771,C1=CC(=C(C=C1CN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N)Cl)Cl,Active,42,,,Inhibitor,12.5893,102.868,,Partial curve; high efficacy,-4.9,1.111,0.9781,-101.513,1.3549,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.03,-0.0041,-3.861,-2.678,-0.8421,4.445,7.421,,,,-0.5982,-11.77,-29.16,-52.5,-60.9,-89.03,QC'd by SigmaAldrich
1397,4239551,3234658,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)OC4=CC=CC=C4,Active,42,,,Inhibitor,7.9433,82.1482,,Partial curve; partial efficacy,-5.1,1.331,0.9908,-79.1005,3.0478,-2.2,0 0 0 0 0 0,-71.83,,,2.669,,7.215,,,,-2.884,,-8.241,,-50.47,,-71.83,QC'd by Pharmacopeia
1398,11112412,5456,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,Active,42,,,Inhibitor,12.5893,81.5525,,Partial curve; partial efficacy,-4.9,2.5334,0.9714,-79.8223,1.7303,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-69.66,-8.657,0.8664,,2.377,4.619,2.246,,5.396,5.735,2.621,3.233,-7.146,-34.46,-69.66,,QC'd by Prestwick
1399,4238966,3234073,CN1CCN(CC1)C2=NC=NC=C2C3=CC=CC=C3Cl,Active,42,,,Inhibitor,12.5893,96.8665,,Partial curve; partial efficacy,-4.9,0.9,0.9697,-95.0175,1.849,-2.2,0 0 0 0 0 0 0,-76.41,,,-6.957,,10.1,,3.244,,-5.774,,-14.21,,-43.16,,-76.41,QC'd by Pharmacopeia
1400,11112411,4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,Active,42,,,Inhibitor,7.9433,71.9785,,Partial curve; partial efficacy,-5.1,3.132,0.9623,-64.9785,7,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-63.74,-2.305,2.225,,3.307,7.751,7.593,,5.893,9.588,8.517,16.07,-4.685,-48.16,-63.74,,QC'd by Prestwick
1401,11111117,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Active,42,,,Inhibitor,10,78.1133,,Partial curve; partial efficacy,-5,1.6259,0.969,-75.7226,2.3907,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-62.92,-0.6837,-1.92,,8.401,-2.452,1.683,,1.807,9.266,1.904,-2.449,-19.21,-38.66,-62.92,,QC'd by Prestwick
1402,4238690,3233799,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC(=CC=C3)OC,Active,42,,,Inhibitor,12.5893,80.487,,Partial curve; partial efficacy,-4.9,1.2876,0.9953,-81.8637,-1.3767,-2.2,0 0 0 0 0 0 0,-71.71,,,2.057,,-3.068,,-1.001,,-4.674,,-8.234,,-39.07,,-71.71,QC'd by Pharmacopeia
1403,4240097,3235203,C1CN(CCC12CN(C2)C3=CC=CC=N3)C(=O)C4=CSN=N4,Active,42,,,Inhibitor,12.5893,106.942,,Partial curve; partial efficacy,-4.9,0.8,0.9997,-102.104,4.8382,-2.2,0 0 0 0 0 0,-78.15,,,5.087,,3.166,,,,-1.983,,-16.7,,-46.85,,-78.15,QC'd by Pharmacopeia
1404,11111116,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Active,42,,,Inhibitor,12.5893,82.536,,Partial curve; high efficacy,-4.9,2.0937,0.9757,-77.648,4.888,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-80.08,6.497,,,,-1.516,7.46,-0.2343,0.1595,6.559,12.16,3.826,-4.682,-31.5,-56.91,-80.08,QC'd by SigmaAldrich
1405,17385040,5459439,C#CCCCC(=O)NC1=CC=CC=C1,Active,42,,,Inhibitor,12.5893,80.8515,,Partial curve; partial efficacy,-4.9,2.1876,0.9908,-79.941,0.9105,-2.2,0 0 0 0 0 0,-76.35,,,-3.891,,1.306,,,,5.44,,0.2683,,-36.47,,-76.35,QC'd by UPCMLD
1406,4238972,3234079,CC1=CC=CC=C1C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC,Active,42,,,Inhibitor,12.5893,111.733,,Partial curve; high efficacy,-4.9,1.1341,0.9872,-105.008,6.7249,-2.1,0 0 0 0 0 0 0,-88.8,,,14.66,,3.385,,4.452,,-0.7142,,-5.792,,-45.24,,-88.8,QC'd by Pharmacopeia
1407,4239540,3234647,COC1=CC(=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4)OC,Active,42,,,Inhibitor,10,87.9555,,Partial curve; high efficacy,-5,4.9549,0.972,-85.5025,2.453,-2.1,0 0 0 0 0 0 0,-83.98,,,3.089,,5.102,,-9.08,,2.111,,11.49,,-58.28,,-83.98,QC'd by Pharmacopeia
1408,4238698,3233807,C1C[C@@]2(CCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CN(C1)C(=O)C5=CC=NC=C5,Active,42,,,Inhibitor,10,68.7144,,Partial curve; partial efficacy,-5,4.095,0.9803,-70.2152,-1.5008,-2.2,0 0 0 0 0 0,-70.18,,,-8.399,,-1.956,,,,4.828,,0.2249,,-45.1,,-70.18,QC'd by Pharmacopeia
1409,4238130,3233241,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC4=C(C=C3)OCO4,Active,42,,,Inhibitor,10,104.994,,Partial curve; high efficacy,-5,1.2475,0.9755,-94.878,10.116,-2.1,0 0 0 0 0 0 0,-83.28,,,17.88,,0.4116,,14.54,,3.349,,-1.738,,-48.83,,-83.28,QC'd by Pharmacopeia
1410,4238976,3234083,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4OC,Active,42,,,Inhibitor,10,84.3712,,Partial curve; high efficacy,-5,2.5334,0.9946,-84.4336,-0.0624,-2.1,0 0 0 0 0 0 0,-84.58,,,0.3504,,0.413,,1.044,,-5.272,,-0.1398,,-47.54,,-84.58,QC'd by Pharmacopeia
1411,4240088,3235195,CNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)N(C)C,Active,42,,,Inhibitor,12.5893,98.7705,,Partial curve; high efficacy,-4.9,3.0654,0.9865,-98.7705,0,-2.1,0 0 0 0 0 0 0,-97.87,,,-0.4475,,-2.093,,-2.225,,-4.383,,8.836,,-41.57,,-97.87,QC'd by Pharmacopeia
1412,11111065,2993,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,Active,42,,,Inhibitor,10,66.025,,Partial curve; partial efficacy,-5,4.5045,0.8643,-61.7905,4.2345,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-62.13,-8.974,-4.087,,0.2889,2.606,-1.967,,2.21,10.42,13.09,23.18,0.9285,-36.47,-62.13,,QC'd by Prestwick
1413,4240141,3235247,CN(C)C1=CC=C(C=C1)C2=NC=CC(=N2)NCCC3=CNC4=C3C=C(C=C4)OC,Active,42,,,Inhibitor,10,100.584,,Partial curve; high efficacy,-5,2.1876,0.9942,-96.5694,4.0146,-2.1,0 0 0 0 0 0 0,-93.02,,,-1.421,,5.952,,7.344,,5.545,,-0.4182,,-55.83,,-93.02,QC'd by Pharmacopeia
1414,4238646,3233755,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CC=CC=C5OC,Active,42,,,Inhibitor,12.5893,99.2694,,Partial curve; high efficacy,-4.9,2.0437,0.9924,-98.1467,1.1227,-2.1,0 0 0 0 0 0 0,-92.52,,,6.253,,-0.5557,,0.4782,,-2.845,,1.111,,-46.35,,-92.52,QC'd by Pharmacopeia
