PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
691,4253510,5771605,CN(C1=CC=C(C=C1)/C=C\C2=CC=NC3=CC=CC=C23)N=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.975,-10.42,,4.037,,4.62,,7.9,,11.84,,-6.273,,-6.975,,,QC'd by NCI
692,26752603,2972,CC1=C(C(=O)C=CN1C)O,Inactive,0,,,Activator,2.5119,50.0127,,Partial curve; partial efficacy,-5.6,1.9673,0.9961,41.561,-8.4518,2.2,0 0 0 1 0 0 0,39.11,-7.586,,-6.821,,-9.197,,32.46,,-8.602,,14,,39.11,,,QC'd by BUCMLD
693,4239286,3234393,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)OC,Inconclusive,20,,,Inhibitor,39.8107,44.148,,Single point of activity,-4.4,2.7202,0.766,-48.2319,-4.0839,-3,1 0 0 0 0 0 0,-36.79,,,-17.88,,4.049,,-15.4,,-10.45,,-1.642,,-5.364,,-36.79,QC'd by Pharmacopeia
694,4240405,3235510,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)C4=CC=CC=C4)CC2,Active,42,,,Inhibitor,10,103.589,,Partial curve; partial efficacy,-5,1.4781,0.9819,-87.6935,15.8953,-2.2,0 0 0 0 0 0,-79.06,,,,,16.26,,23.49,,6.138,,7.857,,-43.62,,-79.06,QC'd by Pharmacopeia
695,11112119,6603847,C[C@]12CC[C@@H]3[C@@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.899,7.338,-17.29,7.06,5.207,-8.281,15.55,33.72,-0.3562,29.5,18.12,15.38,25.31,-23.76,1.899,,QC'd by Prestwick
696,11110805,6603723,C1=CC=C(C=C1)CN(CC2=NC=CN2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,4.387,4.423,3.651,0.3785,-2.628,-5.772,-2.915,-4.182,-3.862,-2.621,-6.282,-2.565,-5.92,10.54,3.789,4.387,QC'd by SigmaAldrich
697,11112625,6604347,CCC1=C(NC2=C1C(=O)[C@@H](CC2)CN3CCOCC3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,6.103,20.04,0.8331,-13.92,2.265,24.39,-10.77,-0.4848,7.786,-14.8,4.477,4.267,0.4761,-2.84,6.103,,QC'd by Prestwick
698,11114390,6605049,CC(C)C[C@@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]1CNCC[C@H]1NC(=O)C[C@H](CCCN)NC(=O)C[C@H](CO)NC(=O)[C@@H]2CCCC[C@H]2N,Inactive,0,,,Inactive,,,,,,,,,,4,,-24.79,16.81,-17.09,-24.49,-23.89,-1.237,-12.59,-32.85,4.962,49.76,25.66,1.87,15.3,0.0548,6.071,-24.79,QC'd by UWisc
699,4237851,3232964,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)C(=O)OC4=CC=CC=C4,Inconclusive,22,,,Inhibitor,1.5849,46.332,,Complete curve; partial efficacy,-5.8,4.9549,0.9533,-35.765,10.567,-1.2,0 0 0 0 0 0,-34.71,,,,,11.45,,1.75,,18.31,,-28.57,,-37.36,,-34.71,QC'd by Pharmacopeia
700,11112604,6604338,CC(=O)O[C@H]1[C@H]2[C@H]([C@H]3[C@@H]4[C@@]56[C@H]1[C@@]3(C[C@H]7[C@@H]5[C@@](C[C@@H]([C@H]6OC(=O)C)OC(=O)C8=CC=CC=C8)(CN74)C)CC2=C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.788,1.265,-18.41,14.66,2.495,-5.263,-7.245,4.224,32.21,22.43,0.8689,7.256,-18.7,-16.07,-8.788,,QC'd by Prestwick
701,4238386,3233497,C1CN(CCN1)C2=NC(=NC=C2)C3=CC=CC=C3C(F)(F)F,Inactive,0,,,Activator,1.2589,36.5,,Partial curve; partial efficacy,-5.9,2.3332,0.8902,44.5,8,2.2,0 0 0 0 0,37.4,,,15.99,,7.097,,4.997,,11.48,,37.4,,,,,QC'd by Pharmacopeia
702,4239870,3234977,C1CN(CCC12CCN(CC2)C(=O)OC3=CC=CC=C3)C4=CC=CC=N4,Inconclusive,20,,,Inhibitor,31.6228,42.5615,,Single point of activity,-4.5,2.8473,0.8605,-40.327,2.2345,-3,0 0 0 0 0 0,-33.58,,,,,0.1155,,11.73,,-6.317,,3.313,,-0.2769,,-33.58,QC'd by Pharmacopeia
703,4239232,3234339,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,17.61,,,22.15,,14.69,,1.812,,0.3059,,0.9623,,16.91,,17.61,QC'd by Pharmacopeia
704,4252859,234909,C1=CC=C(C(=C1)CSCCN)Cl,Inconclusive,20,,,Inhibitor,3.9811,44.5825,,Single point of activity,-5.4,4.095,0.8673,-40.5825,4,-3,0 0 0 0 0 0 0,-39.81,13.98,,2.774,,9.588,,-1.318,,-5.213,,-0.4284,,-39.81,,,QC'd by NCI
705,26751135,16758549,C[C@H]1CC[C@H]2C[C@@H](OC(=O)C[C@@H]3C[C@@H](C[C@H](O3)C[C@@H](C[C@@H]1O2)OC)OC(=O)/C=C\CCC4=COC(=N4)/C=C\CNC(=O)OC)/C=C\CC(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.998,-2.034,,-11.65,,-2.917,,-6.861,,3.461,,-9.461,,-3.998,,,QC'd by BUCMLD
706,17385331,5459451,CC[C@@H]1C2COC(=O)OCC2C3CC[C@@H]4[C@@H]5C3=C1CN([C@@]5(COC4OCC6=C(C=C(C=C6)F)C(F)(F)F)C)C(=O)OC(C)(C)C,Inconclusive,20,,,Inhibitor,19.9526,56.3025,,Single point of activity,-4.7,3.0654,0.9394,-46.627,9.6755,-3,0 0 0 0 0 0 0,-43.98,,,8.646,,10.81,,2.789,,7.111,,19.53,,1.345,,-43.98,QC'd by UPCMLD
707,11112181,3246080,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Inactive,0,,,Inactive,,,,,,,,,,4,,15.26,-3.36,13.12,-15.53,-17.74,-2.309,-19.14,-1.179,-9.443,-21.9,-4.628,-11.83,20.54,5.351,15.26,,QC'd by Prestwick
708,11113839,6604790,CC(C)NC[C@H](COC1=CC=CC=C1N2C=CC=C2)O,Inactive,0,,,Inactive,,,,,,,,,,4,,6.412,-0.7623,3.632,-7.395,-5.659,-0.7204,-9.303,-9.763,-5.457,-4.58,-1.205,10.5,-2.84,-4.708,15.03,6.412,QC'd by Tocris
709,4240360,3235465,COCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,11.04,,,14.47,,-1.761,,-7.799,,8.762,,11.04,,,,,QC'd by Pharmacopeia
710,4253555,3246387,C1C[C@H](N(C1)CC2=CC3=C(C=C2)OCO3)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.896,4.306,,8.414,,-4.704,,-6.962,,-2.101,,-7.65,,-2.896,,,QC'd by NCI
711,4239233,3234340,COC1=CC=C(C=C1)NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.528,,,,,-1.986,,-8.766,,8.302,,-1.493,,4.15,,-2.528,QC'd by Pharmacopeia
712,11111344,3802,CC1=CC2=C(C=C1)NC3=C(C=CC=N3)N=C2N4CCN(CC4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3203,-19.25,-11.94,-7.313,-5.263,9.506,1.715,3.279,2.847,27.47,-17.75,1.697,13.8,10.9,8.32,-0.3203,QC'd by SigmaAldrich
713,11111618,6603966,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@H]2CC[C@]4([C@H]3CC[C@H]4C(=O)CO)C)O,Active,40,,,Inhibitor,25.1189,82.84,,Partial curve; partial efficacy,-4.6,1.4641,0.9212,-86.2271,-3.3871,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-69.45,-1.513,-2.765,-3.466,3.04,4.421,-2.559,-8.941,-16.95,-1.384,-8.083,-9.22,-4.375,-26.85,-41.04,-69.45,QC'd by SigmaAldrich
714,4238735,3233844,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.1111,,,,,-11.42,,2.257,,1.498,,-10.21,,-0.1656,,-0.1111,QC'd by Pharmacopeia
715,4237897,3233010,COC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=N3,Inactive,0,,,Inactive,,,,,,,,,,4,,0.4093,,,,,-10.84,,9.279,,1.642,,-1.686,,-1.362,,0.4093,QC'd by Pharmacopeia
716,11110851,44600,C1=CC(=CC=C1[C@H](CC(=O)O)CN)Cl,Inconclusive,20,,,Inhibitor,39.8107,36.3535,,Single point of activity,-4.4,4.9549,0.5576,-36.8725,-0.519,-3,0 0 0 0 0 1 0 0 1 0 0 0 0 0 0,-32.61,3.316,-6.9,-6.794,-7.97,5.095,27.68,4.434,0.5409,-27.83,12.58,-6.26,10.28,-15.28,-4.237,-32.61,QC'd by SigmaAldrich
717,4253419,199500,C1=CN=CC=C1CSSCC2=CC=NC=C2,Active,46,,,Inhibitor,1.5849,91.5838,,Partial curve; high efficacy,-5.8,1.6259,0.9951,-90.2199,1.364,-2.1,1 0 0 0 0 0 0,-87.19,22.79,,0.1435,,5.531,,-3.415,,-9.592,,-57.24,,-87.19,,,QC'd by NCI
718,4254044,428218,CC1=CC=C(C=C1)S(=O)(=O)O.C[N+]1(CCOCC1)CCN=C=NC2CCCCC2,Inactive,0,,,Activator,1.5849,52.181,,Partial curve; partial efficacy,-5.8,0.5,0.8382,44.2125,-7.9685,2.2,0 0 0 0 0 0 0,33.77,-13.18,,4.268,,-7.566,,0.1959,,16.38,,14.55,,33.77,,,QC'd by NCI
719,11113160,11972608,C[C@@]12[C@@H](C=C[C@]3([C@H]1[C@@H]([C@@]45[C@@H]3CC[C@@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.8,-13.51,0.6985,-10.7,-14.14,11.07,-5.009,-11.32,-3.117,-1.96,-20.17,7.403,-12.83,7.477,17.02,13.8,QC'd by Timtec
720,26752583,16759016,CC1(OC(C(O1)C(C2=CC(=C(C(=C2)F)F)F)(C3=CC(=C(C(=C3)F)F)F)O)C(C4=CC(=C(C(=C4)F)F)F)(C5=CC(=C(C(=C5)F)F)F)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.607,12.66,,-11.04,,0.0418,,-18.88,,10.23,,-5.462,,-5.607,,,QC'd by BUCMLD
721,4238387,419533,C1CNCCC12CCN(CC2)CC3=CC=CC=C3,Inconclusive,20,,,Inhibitor,25.1189,57.141,,Single point of activity,-4.6,1.8079,0.9482,-50.641,6.5,-3,1 0 0 0 0 0,-40.17,,,,,33.93,,1.468,,14.2,,3.748,,-4.364,,-40.17,QC'd by Pharmacopeia
722,11112603,6604337,C[C@@H]1[C@@H](C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,Active,44,,,Inhibitor,5.0119,119.698,,Partial curve; partial efficacy,-5.3,0.5,0.8181,-100.429,19.269,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-74.77,18.74,-0.9097,32.28,12.72,22.96,22.31,-13.27,-14.25,10.94,-29.28,-30.81,-40.12,-37.15,-74.77,,QC'd by Prestwick
723,11111616,160453,C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CCC(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,12.67,10.38,20.33,-4.783,30.7,-2.307,20.88,6.937,1.245,-24.47,9.597,-2.119,-12.34,-9.15,19.67,12.67,QC'd by SigmaAldrich
724,11112180,3246080,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Inactive,0,,,Inactive,,,,,,,,,,4,,11.79,-14.83,44.39,24.96,-6.939,-14.56,-23.79,-2.931,6.367,-7.352,-3.203,-2.426,-3.659,11.07,11.79,,QC'd by Prestwick
725,4239871,3234978,CN1C=CC=C1C(=O)N2CCC3(CC2)CN(C3)C4=CC=NC=C4,Active,44,,,Inhibitor,5.0119,103.382,,Partial curve; high efficacy,-5.3,1.111,0.9922,-95.382,8,-2.1,0 0 0 0 0 0,-87.72,,,,,11.1,,6.769,,-4.694,,-19.15,,-68.74,,-87.72,QC'd by Pharmacopeia
726,4252858,234890,C1=CC2=C(C=C1[As](=O)(O)O)N=C3C=CC(=CC3=N2)[As](=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,1.649,-23.76,,-25.29,,-2.954,,-1.258,,16.1,,-1.498,,1.649,,,QC'd by NCI
727,11111345,6603892,CCCN1C(=C(C2=CC=CC=C21)C(=O)C3=CC4=CC=CC=C4C=C3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,6.266,21.86,5.913,12.86,19.2,-8.619,14.14,-4.296,-19.05,12.37,8.975,-1.602,-3.11,-3.31,-9.347,6.266,QC'd by SigmaAldrich
728,17385330,5459462,CCCC1=CC2=C(N1CC3=CC(=CC(=C3)F)F)C(C4C2C(N(C4)C(=O)C5=CC=CC=C5)(C)C(=O)OC)C,Active,44,,,Inhibitor,6.3096,101.942,,Partial curve; high efficacy,-5.2,1.21,0.9659,-102.445,-0.5039,-2.1,0 0 0 0 0 0 0,-93.77,,,-15.13,,1.886,,7.016,,-1.138,,-22.76,,-67.71,,-93.77,QC'd by UPCMLD
729,26751136,6636349,C[C@@H]1[C@@H](C(=C(O[C@H]1C2=C(C(=C(C(=C2OC)OC)C)OC)OC)C(=O)OC)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.082,3.403,,2.549,,-9.978,,3.086,,-0.4102,,11.01,,-3.082,,,QC'd by BUCMLD
730,11113838,5145950,COC1=CC(=CC(=C1)COC2=CC(=C(C=C2C(=O)CCC3CCN(CC3)CCNS(=O)(=O)C)Cl)N)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.349,19.97,-8.51,-8.336,-6.659,6.542,-15.33,6.826,-3.032,-9.907,-2.862,17.04,1.857,-1.266,6.082,-8.349,QC'd by Tocris
731,26751137,16758550,C[C@@H]1[C@H]([C@@H]([C@@H](O[C@H]1C2=C(C(=C(C(=C2OC)OC)C)OC)OC)C(=O)OC)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,14.64,-10,,-2.514,,-7.753,,-4.102,,49.63,,-1.385,,14.64,,,QC'd by BUCMLD
732,4253554,3246386,C[C@@H]([C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@@H]2CCC4=C3C=CC(=C4)O)C)NCCN(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,0.0233,-1.322,,-4.168,,12.7,,1.672,,17.09,,-1.827,,0.0233,,,QC'd by NCI
733,4239234,3234341,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)OC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.12,,,-14.99,,-9.841,,-4.029,,-6.626,,6.797,,-0.8811,,-22.12,QC'd by Pharmacopeia
734,4254043,313612,C1=CC=C(C=C1)CS(=O)(=O)C2=CC=C(C3=NON=C23)[N+](=O)[O-],Active,89,,,Inhibitor,0.3162,90.4949,,Complete curve; high efficacy,-6.5,2.1211,0.9694,-92.0397,-1.5449,-1.1,0 0 0 0 0 0 0,-91.29,11.7,,-14.51,,0.4578,,-9.338,,-65.95,,-90.19,,-91.29,,,QC'd by NCI
735,4237898,3233011,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C)OC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,9.756,,,-8.326,,-11.94,,3.196,,1.113,,5.333,,17.64,,9.756,QC'd by Pharmacopeia
736,11110852,6603740,C1CCN([C@@H](C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.677,24.97,9.818,-2.277,3.093,3.789,20.98,1.772,-3.611,-2.751,-6.212,3.235,8.264,28.58,-5.573,-9.677,QC'd by SigmaAldrich
737,4238736,3233845,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C5=CC=C(C=C5)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,4.174,,,-1.731,,1.245,,-7.653,,2.161,,0.8553,,19.87,,4.174,QC'd by Pharmacopeia
738,4253418,3246340,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=NC(=C1)CCSC(=N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,20.75,-16.34,,-11.21,,-3.566,,-6.332,,-2.953,,10.82,,20.75,,,QC'd by NCI
739,11111617,6603965,CC(=O)O[C@@H]1C[C@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@H]1[N+]4(CCCCC4)C)C)CC[C@@]5([C@@H]3C[C@H]([C@H]5OC(=O)C)[N+]6(CCCCC6)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,23.21,7.975,-2.547,-18.64,-9.253,4.897,-8.694,-22.69,-14.39,-0.6079,-3.433,4.729,-3.558,-3.441,-9.685,23.21,QC'd by SigmaAldrich
740,26752584,16759017,C/C(=C(\C(C1=CC=CS1)NC(=O)OC)/C(=O)OC)/NCC2=CC=CC=C2,Inconclusive,20,,,Inhibitor,7.9433,65.0825,,Single point of activity,-5.1,4.9549,0.9726,-56.535,8.5475,-3,0 0 0 0 0 0 0,-47.45,6.911,,3.2,,11.63,,10.01,,5.953,,13.5,,-47.45,,,QC'd by BUCMLD
741,11113159,6604620,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,11.22,30.9,-3.271,-14.03,26.07,16.83,-1.66,-3.612,-9.87,-16.83,-3.731,19.27,0.6835,2.437,1.01,11.22,QC'd by Timtec
742,4240361,3235466,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)CCOC,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.26,,,-0.5302,,4.031,,3.628,,3.632,,-1.856,,-0.5492,,-10.26,QC'd by Pharmacopeia
743,11111615,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.35,10.02,17.05,1.558,4.641,-8.977,-2.814,5.794,-11.07,2.396,-10.21,-1.499,3.837,8.679,10.27,-13.35,QC'd by SigmaAldrich
744,4238388,3233498,CC1=CC=CC=C1C2=CC(=NC=N2)N(C)CC3=CC=CO3,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.663,,,-7.826,,-9.658,,-9.235,,3.021,,-5.663,,,,,QC'd by Pharmacopeia
745,11112602,6604336,C[C@@H](C(=O)O)O[C@@H]1[C@@H]([C@H](O[C@H]([C@H]1O)CO)O)NC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,9.804,-12.79,-8.261,2.99,1.087,-16.54,-4.139,-12.54,15.11,-11.83,-9.036,-10.89,2.202,9.15,9.804,,QC'd by Prestwick
746,4252861,65708,C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.377,-13.13,,-9.938,,5.434,,0.4412,,-3.237,,5.283,,7.377,,,QC'd by NCI
747,26751133,9548030,COC(=O)/C=C\CCC1=COC(=N1)/C=C\CNC(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.16,-2.662,,-2.036,,13.69,,4.546,,-2.852,,-4.987,,-17.16,,,QC'd by BUCMLD
748,4239868,3234975,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CS3,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.56,,,-12.04,,-1.865,,3.328,,5.315,,-10.56,,,,,QC'd by Pharmacopeia
749,17385329,5459505,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(CC(C)C)C(=O)OC,Active,42,,,Inhibitor,10,89.844,,Partial curve; high efficacy,-5,1.331,0.983,-94.7912,-4.9472,-2.1,0 0 0 0 0 0 0,-86.12,,,-7.185,,-5.717,,3.352,,-11.78,,-15.16,,-55.07,,-86.12,QC'd by UPCMLD
750,11112183,6604198,C[C@@]12CC[C@H]3[C@H]([C@@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@]3(CC[C@H](C5)O)C=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.647,5.768,17.95,22.22,53.85,0.5683,2.134,9.814,-11.02,-13.06,-20.57,-8.049,2.35,15.99,-1.647,,QC'd by Prestwick
751,4239235,3234342,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,2.806,,,7.75,,8.015,,10.72,,-3.924,,-26.55,,-21.17,,2.806,QC'd by Pharmacopeia
752,4237895,3233008,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C[C@H]5CCCO5)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.198,,,-5.847,,10.32,,7.299,,-7.19,,2.73,,11.72,,-5.198,QC'd by Pharmacopeia
753,26752585,16759018,CCCCCCCC#CC1=CC=CC=C1/C=N/S(=O)C2=CC=C(C=C2)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.68,8.465,,-13.01,,-5.158,,15.06,,13.57,,-10.2,,-14.68,,,QC'd by BUCMLD
754,4253553,268982,CC1=CC(=O)NC2=C1C=C(C=C2)CC3=CC(=C(C=C3)OC)S(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,5.93,6.1,,-9.642,,-16.49,,-4.746,,17.4,,-7.877,,5.93,,,QC'd by NCI
755,11113162,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,Inconclusive,20,,,Inhibitor,39.8107,47.384,,Single point of activity,-4.4,4.9549,0.5373,-45.048,2.336,-3,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0,-38.79,16.25,0.5244,9.727,-10.49,0.4865,-12.2,-9.26,-6.734,5.798,24.49,-27.56,10.14,11.84,0.6783,-38.79,QC'd by Timtec
756,11113837,133076,COC1=CC(=C(C=C1C(=O)CCC2CCN(CC2)CCNS(=O)(=O)C)Cl)N,Active,90,,,Inhibitor,0.2512,121.138,,Complete curve; high efficacy,-6.6,0.4,0.9356,-93.6588,27.4788,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.09,25.67,-10.24,16.78,9.684,10.28,-23.68,-22.22,-33.26,-43.88,-43.46,-57.11,-68.43,-71.9,-74.6,-82.09,QC'd by Tocris
757,4240362,3235467,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC4=CC=C(C=C4)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,15.97,,,3.11,,2.884,,-2.32,,1.399,,11.15,,8.484,,15.97,QC'd by Pharmacopeia
758,11110853,6603741,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)/C=C\C#N,Inconclusive,23,,,Inhibitor,2.5119,52.4626,,Complete curve; partial efficacy,-5.6,2.3332,0.9447,-53.4133,-0.9507,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-58.22,-7.782,-2.318,5.874,1.935,-1.562,-5.913,-9.813,6.287,5.096,-10.34,-21,-49.42,-47.38,-49.69,-58.22,QC'd by SigmaAldrich
759,4254046,3246575,CC(=O)N[C@@H]1CONC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.394,-15.39,,-4.74,,1.138,,-7.594,,1.003,,3.803,,-5.394,,,QC'd by NCI
760,4253417,261036,C1=CC(=CC(=C1)[As]=[As]C2=CC=CC(=C2)C(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,19.14,-1.547,,3.158,,-17.35,,11.8,,-12.93,,-7.98,,19.14,,,QC'd by NCI
761,4238733,3233842,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,3.609,,,,,24.73,,50.83,,0.5542,,8.286,,-11.61,,3.609,QC'd by Pharmacopeia
762,4238389,3233499,CN1CCN(CC1)C2=NC(=NC=C2)C3=COC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,4.594,,,-15.59,,-11.67,,2.371,,-3.176,,4.594,,,,,QC'd by Pharmacopeia
763,11111614,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.758,1.209,-26.81,-4.721,26.72,8.505,-14.6,-9.439,28.05,28.68,-2.034,-13.14,7.979,6.141,-1.758,,QC'd by Prestwick
764,11112601,54705183,C[C@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.97,5.605,11.41,-21.06,-21.14,6.012,-2.03,-11.74,44.07,-2.436,-8.383,18.16,-10.4,24.05,-21.97,,QC'd by Prestwick
765,26751134,16758548,C[C@H]1CC[C@H]2C[C@@H](OC(=O)C[C@@H]3C[C@H](C[C@H](O3)C[C@@H](C[C@H]1O2)OC)O)/C=C\CC(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,1.575,10.23,,9.41,,-0.6735,,-3.503,,7.424,,4.803,,1.575,,,QC'd by BUCMLD
766,4253552,268954,CC1=CC(=NC2=C1C=C(C=C2)CC3=CC4=C(C=C3)N=C(C=C4C)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,0.565,-7.842,,13.21,,-3.74,,5.266,,-11.69,,12.24,,0.565,,,QC'd by NCI
767,11112182,3246080,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Inconclusive,20,,,Inhibitor,31.6228,55.968,,Partial curve; partial efficacy; poor fit,-4.5,3.6272,0.642,-49.468,6.5,-2.4,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,-43.52,-10.86,-9.11,-23.03,-3.58,17.91,19.16,-0.7685,3.315,21.36,7.898,-11.7,16.9,7.215,-12.28,-43.52,QC'd by Timtec
